season,round,lapNumber,driverId,position,time
1997,8,32,fisichella,6,1:19.684
1997,8,32,coulthard,7,1:19.775
1997,8,32,wurz,8,1:19.311
1997,8,32,alesi,9,1:20.050
1997,8,32,trulli,10,1:19.417
1997,8,32,herbert,11,1:22.159
1997,8,32,barrichello,12,1:20.432
1997,8,32,salo,13,1:20.655
1997,8,32,magnussen,14,1:19.912
1997,8,32,katayama,15,1:21.135
1997,8,32,fontana,16,1:24.667
1997,8,32,diniz,17,1:22.126
1997,8,32,damon_hill,18,1:21.317
1997,8,33,michael_schumacher,1,1:18.860
1997,8,33,frentzen,2,1:18.611
1997,8,33,irvine,3,1:19.724
1997,8,33,villeneuve,4,1:19.680
1997,8,33,ralf_schumacher,5,1:20.133
1997,8,33,fisichella,6,1:19.507
1997,8,33,coulthard,7,1:19.805
1997,8,33,wurz,8,1:18.996
1997,8,33,alesi,9,1:19.424
1997,8,33,trulli,10,1:19.760
1997,8,33,herbert,11,1:21.446
1997,8,33,barrichello,12,1:20.321
1997,8,33,salo,13,1:20.540
1997,8,33,katayama,14,1:21.655
1997,8,33,magnussen,15,1:29.495
1997,8,33,diniz,16,1:21.505
1997,8,33,fontana,17,1:27.839
1997,8,33,damon_hill,18,1:21.309
1997,8,34,michael_schumacher,1,1:19.435
1997,8,34,frentzen,2,1:18.786
1997,8,34,irvine,3,1:19.898
1997,8,34,villeneuve,4,1:20.410
1997,8,34,ralf_schumacher,5,1:20.356
1997,8,34,fisichella,6,1:19.225
1997,8,34,coulthard,7,1:19.491
1997,8,34,wurz,8,1:18.853
1997,8,34,alesi,9,1:19.429
1997,8,34,trulli,10,1:19.514
1997,8,34,herbert,11,1:21.520
1997,8,34,barrichello,12,1:20.161
1997,8,34,salo,13,1:21.814
1997,8,34,katayama,14,1:22.037
1997,8,34,diniz,15,1:20.714
1997,8,34,damon_hill,16,1:21.546
1997,8,34,fontana,17,1:48.021
1997,8,35,michael_schumacher,1,1:18.401
1997,8,35,frentzen,2,1:18.580
1997,8,35,irvine,3,1:19.778
1997,8,35,villeneuve,4,1:20.250
1997,8,35,ralf_schumacher,5,1:20.585
1997,8,35,coulthard,6,1:19.363
1997,8,35,fisichella,7,1:22.672
1997,8,35,wurz,8,1:18.684
1997,8,35,alesi,9,1:19.256
1997,8,35,trulli,10,1:19.494
1997,8,35,herbert,11,1:21.588
1997,8,35,barrichello,12,1:20.082
1997,8,35,salo,13,1:21.489
1997,8,35,katayama,14,1:20.813
1997,8,35,diniz,15,1:21.227
1997,8,35,damon_hill,16,1:21.934
1997,8,35,fontana,17,1:19.849
1997,8,36,michael_schumacher,1,1:18.117
1997,8,36,frentzen,2,1:19.032
1997,8,36,irvine,3,1:20.001
1997,8,36,villeneuve,4,1:19.317
1997,8,36,ralf_schumacher,5,1:20.779
1997,8,36,coulthard,6,1:19.402
1997,8,36,wurz,7,1:19.066
1997,8,36,alesi,8,1:19.321
1997,8,36,trulli,9,1:19.719
1997,8,36,fisichella,10,1:43.072
1997,8,36,herbert,11,1:21.795
1997,8,36,barrichello,12,1:19.982
1997,8,36,salo,13,1:20.617
1997,8,36,katayama,14,1:20.617
1997,8,36,diniz,15,1:21.165
1997,8,36,damon_hill,16,1:22.524
1997,8,36,fontana,17,1:21.994
1997,8,37,michael_schumacher,1,1:17.910
1997,8,37,frentzen,2,1:20.483
1997,8,37,irvine,3,1:19.197
1997,8,37,villeneuve,4,1:19.420
1997,8,37,ralf_schumacher,5,1:20.074
1997,8,37,coulthard,6,1:19.317
1997,8,37,wurz,7,1:19.081
1997,8,37,alesi,8,1:19.412
1997,8,37,trulli,9,1:20.088
1997,8,37,fisichella,10,1:20.284
1997,8,37,herbert,11,1:21.766
1997,8,37,salo,12,1:21.770
1997,8,37,katayama,13,1:21.643
1997,8,37,diniz,14,1:22.114
1997,8,37,damon_hill,15,1:22.648
1997,8,37,fontana,16,1:21.774
1997,8,38,michael_schumacher,1,1:17.926
1997,8,38,frentzen,2,1:21.253
1997,8,38,irvine,3,1:20.393
1997,8,38,villeneuve,4,1:22.150
1997,8,38,ralf_schumacher,5,1:21.059
1997,8,38,coulthard,6,1:20.192
1997,8,38,wurz,7,1:20.198
1997,8,38,alesi,8,1:20.092
1997,8,38,trulli,9,1:20.442
1997,8,38,fisichella,10,1:20.855
1997,8,38,herbert,11,1:26.536
1997,8,38,salo,12,1:21.182
1997,8,38,katayama,13,1:20.673
1997,8,38,damon_hill,14,1:21.196
1997,8,38,diniz,15,1:31.129
1997,8,38,fontana,16,1:27.929
1997,8,39,michael_schumacher,1,1:18.830
1997,8,39,frentzen,2,1:20.427
1997,8,39,irvine,3,1:19.238
1997,8,39,villeneuve,4,1:21.111
1997,8,39,ralf_schumacher,5,1:20.817
1997,8,39,coulthard,6,1:20.532
1997,8,39,wurz,7,1:20.255
1997,8,39,alesi,8,1:19.435
1997,8,39,trulli,9,1:20.065
1997,8,39,fisichella,10,1:20.577
1997,8,39,salo,11,1:21.437
1997,8,39,herbert,12,1:43.542
1997,8,39,katayama,13,1:22.704
1997,8,39,damon_hill,14,1:20.456
1997,8,39,diniz,15,1:21.151
1997,8,39,fontana,16,2:28.104
1997,8,40,michael_schumacher,1,1:18.556
1997,8,40,frentzen,2,1:19.204
1997,8,40,irvine,3,1:19.358
1997,8,40,villeneuve,4,1:20.342
1997,8,40,ralf_schumacher,5,1:20.329
1997,8,40,coulthard,6,1:20.324
1997,8,40,wurz,7,1:20.774
1997,8,40,alesi,8,1:19.988
1997,8,40,trulli,9,1:20.041
1997,8,40,fisichella,10,1:20.690
1997,8,40,salo,11,1:20.851
1997,8,40,herbert,12,1:20.845
1997,8,40,katayama,13,1:20.852
1997,8,40,diniz,14,1:21.378
1997,8,40,damon_hill,15,1:24.187
1997,8,40,fontana,16,1:20.706
1997,8,41,michael_schumacher,1,1:18.353
1997,8,41,frentzen,2,1:18.313
1997,8,41,irvine,3,1:19.142
1997,8,41,villeneuve,4,1:19.988
1997,8,41,ralf_schumacher,5,1:20.038
1997,8,41,coulthard,6,1:19.876
1997,8,41,wurz,7,1:19.952
1997,8,41,alesi,8,1:19.715
1997,8,41,trulli,9,1:20.172
1997,8,41,fisichella,10,1:20.483
1997,8,41,salo,11,1:22.564
1997,8,41,herbert,12,1:21.356
1997,8,41,katayama,13,1:20.866
1997,8,41,diniz,14,1:21.337
1997,8,41,damon_hill,15,1:51.186
1997,8,42,michael_schumacher,1,1:18.218
1997,8,42,frentzen,2,1:18.214
1997,8,42,irvine,3,1:19.562
1997,8,42,villeneuve,4,1:20.746
1997,8,42,ralf_schumacher,5,1:20.090
1997,8,42,coulthard,6,1:20.126
1997,8,42,wurz,7,1:20.123
1997,8,42,alesi,8,1:20.020
1997,8,42,trulli,9,1:21.679
1997,8,42,fisichella,10,1:20.944
1997,8,42,salo,11,1:22.231
1997,8,42,herbert,12,1:21.470
1997,8,42,katayama,13,1:21.333
1997,8,42,diniz,14,1:21.750
1997,8,42,damon_hill,15,1:20.434
1997,8,43,michael_schumacher,1,1:19.035
1997,8,43,frentzen,2,1:18.389
1997,8,43,irvine,3,1:19.815
1997,8,43,villeneuve,4,1:20.490
1997,8,43,ralf_schumacher,5,1:20.843
1997,8,43,coulthard,6,1:20.879
1997,8,43,wurz,7,1:20.252
1997,8,43,alesi,8,1:20.461
1997,8,43,trulli,9,1:20.791
1997,8,43,fisichella,10,1:20.812
1997,8,43,salo,11,1:22.491
1997,8,43,herbert,12,1:21.519
1997,8,43,katayama,13,1:21.699
1997,8,43,diniz,14,1:22.159
1997,8,43,damon_hill,15,1:20.665
1997,8,44,michael_schumacher,1,1:18.907
1997,8,44,frentzen,2,1:18.450
1997,8,44,irvine,3,1:23.173
1997,8,44,villeneuve,4,1:20.512
1997,8,44,ralf_schumacher,5,1:20.548
1997,8,44,coulthard,6,1:20.575
1997,8,44,wurz,7,1:20.631
1997,8,44,alesi,8,1:19.888
1997,8,44,trulli,9,1:20.234
1997,8,44,fisichella,10,1:20.965
1997,8,44,salo,11,1:22.314
1997,8,44,herbert,12,1:21.284
1997,8,44,katayama,13,1:21.920
1997,8,44,diniz,14,1:21.362
1997,8,44,damon_hill,15,1:20.702
1997,8,45,michael_schumacher,1,1:18.483
1997,8,45,frentzen,2,1:19.477
1997,8,45,villeneuve,3,1:21.057
1997,8,45,irvine,4,1:41.615
1997,8,45,ralf_schumacher,5,1:20.572
1997,8,45,coulthard,6,1:20.639
1997,8,45,wurz,7,1:20.660
1997,8,45,alesi,8,1:20.056
1997,8,45,trulli,9,1:20.381
1997,8,45,fisichella,10,1:22.342
1997,8,45,salo,11,1:21.895
1997,8,45,herbert,12,1:21.469
1997,8,45,katayama,13,1:22.690
1997,8,45,diniz,14,1:22.350
1997,8,45,damon_hill,15,1:21.455
1997,8,46,michael_schumacher,1,1:21.997
1997,8,46,frentzen,2,1:18.136
1997,8,46,villeneuve,3,1:20.492
1997,8,46,irvine,4,1:20.873
1997,8,46,ralf_schumacher,5,1:20.298
1997,8,46,coulthard,6,1:20.291
1997,8,46,wurz,7,1:20.380
1997,8,46,alesi,8,1:20.255
1997,8,46,trulli,9,1:19.993
1997,8,46,fisichella,10,1:21.575
1997,8,46,salo,11,1:21.022
1997,8,46,herbert,12,1:22.604
1997,8,46,katayama,13,1:23.143
1997,8,46,diniz,14,1:22.284
1997,8,46,damon_hill,15,1:22.832
1997,8,47,frentzen,1,1:18.392
1997,8,47,michael_schumacher,2,1:38.205
1997,8,47,villeneuve,3,1:21.225
1997,8,47,irvine,4,1:20.163
1997,8,47,ralf_schumacher,5,1:20.946
1997,8,47,coulthard,6,1:20.981
1997,8,47,wurz,7,1:21.037
1997,8,47,alesi,8,1:20.695
1997,8,47,trulli,9,1:20.492
1997,8,47,fisichella,10,1:21.930
1997,8,47,salo,11,1:22.180
1997,8,47,herbert,12,1:21.892
1997,8,47,katayama,13,1:28.248
1997,8,47,diniz,14,1:21.877
1997,8,47,damon_hill,15,1:21.047
1997,8,48,michael_schumacher,1,1:18.281
1997,8,48,frentzen,2,1:22.048
1997,8,48,villeneuve,3,1:20.514
1997,8,48,irvine,4,1:20.588
1997,8,48,ralf_schumacher,5,1:23.811
1997,8,48,coulthard,6,1:23.516
1997,8,48,wurz,7,1:23.353
1997,8,48,alesi,8,1:22.091
1997,8,48,trulli,9,1:21.188
1997,8,48,fisichella,10,1:21.838
1997,8,48,salo,11,1:22.861
1997,8,48,herbert,12,1:21.378
1997,8,48,katayama,13,1:43.633
1997,8,48,diniz,14,1:21.800
1997,8,48,damon_hill,15,1:21.813
1997,8,49,michael_schumacher,1,1:18.685
1997,8,49,frentzen,2,1:38.450
1997,8,49,villeneuve,3,1:20.516
1997,8,49,irvine,4,1:20.719
1997,8,49,ralf_schumacher,5,1:21.044
1997,8,49,coulthard,6,1:21.160
1997,8,49,wurz,7,1:21.363
1997,8,49,alesi,8,1:21.620
1997,8,49,trulli,9,1:22.081
1997,8,49,fisichella,10,1:21.641
1997,8,49,salo,11,1:22.626
1997,8,49,herbert,12,1:22.571
1997,8,49,katayama,13,1:23.328
1997,8,49,diniz,14,1:22.472
1997,8,49,damon_hill,15,1:23.095
1997,8,50,michael_schumacher,1,1:19.054
1997,8,50,frentzen,2,1:18.441
1997,8,50,villeneuve,3,1:20.092
1997,8,50,irvine,4,1:20.364
1997,8,50,ralf_schumacher,5,1:20.695
1997,8,50,wurz,6,1:21.127
1997,8,50,alesi,7,1:21.417
1997,8,50,coulthard,8,1:24.108
1997,8,50,trulli,9,1:21.915
1997,8,50,fisichella,10,1:21.494
1997,8,50,herbert,11,1:22.158
1997,8,50,salo,12,1:25.828
1997,8,50,katayama,13,1:22.910
1997,8,50,diniz,14,1:24.276
1997,8,50,damon_hill,15,1:21.806
1997,8,51,michael_schumacher,1,1:19.000
1997,8,51,frentzen,2,1:19.393
1997,8,51,villeneuve,3,1:19.638
1997,8,51,irvine,4,1:20.688
1997,8,51,ralf_schumacher,5,1:21.476
1997,8,51,alesi,6,1:22.390
1997,8,51,wurz,7,1:23.777
1997,8,51,trulli,8,1:22.137
1997,8,51,coulthard,9,1:38.996
1997,8,51,fisichella,10,1:21.227
1997,8,51,herbert,11,1:21.182
1997,8,51,salo,12,1:41.755
1997,8,51,katayama,13,1:21.847
1997,8,51,diniz,14,1:22.898
1997,8,51,damon_hill,15,1:21.616
1997,8,52,michael_schumacher,1,1:19.083
1997,8,52,frentzen,2,1:19.233
1997,8,52,villeneuve,3,1:23.783
1997,8,52,irvine,4,1:19.960
1997,8,52,ralf_schumacher,5,1:20.556
1997,8,52,alesi,6,1:21.308
1997,8,52,trulli,7,1:25.145
1997,8,52,coulthard,8,1:19.775
1997,8,52,fisichella,9,1:21.771
1997,8,52,wurz,10,1:51.461
1997,8,52,herbert,11,1:21.341
1997,8,52,salo,12,1:22.343
1997,8,52,katayama,13,1:22.022
1997,8,52,diniz,14,1:26.148
1997,8,52,damon_hill,15,1:21.082
1997,8,53,michael_schumacher,1,1:19.626
1997,8,53,frentzen,2,1:21.872
1997,8,53,irvine,3,1:20.401
1997,8,53,villeneuve,4,1:39.288
1997,8,53,ralf_schumacher,5,1:23.909
1997,8,53,alesi,6,1:24.390
1997,8,53,coulthard,7,1:20.183
1997,8,53,wurz,8,1:19.221
1997,8,53,fisichella,9,1:23.513
1997,8,53,trulli,10,1:49.513
1997,8,53,herbert,11,1:21.210
1997,8,53,salo,12,1:21.664
1997,8,53,katayama,13,1:22.055
1997,8,53,damon_hill,14,1:21.017
1997,8,53,diniz,15,1:47.374
1997,8,54,michael_schumacher,1,1:19.107
1997,8,54,frentzen,2,1:23.660
1997,8,54,irvine,3,1:20.526
1997,8,54,villeneuve,4,1:19.842
1997,8,54,coulthard,5,1:19.554
1997,8,54,ralf_schumacher,6,1:38.616
1997,8,54,alesi,7,1:42.134
1997,8,54,wurz,8,1:19.577
1997,8,54,fisichella,9,1:21.971
1997,8,54,trulli,10,1:32.349
1997,8,54,herbert,11,1:21.073
1997,8,54,salo,12,1:20.921
1997,8,54,katayama,13,1:21.009
1997,8,54,damon_hill,14,1:20.683
1997,8,54,diniz,15,1:21.491
1997,8,55,michael_schumacher,1,1:19.368
1997,8,55,frentzen,2,1:20.063
1997,8,55,irvine,3,1:19.803
1997,8,55,villeneuve,4,1:19.903
1997,8,55,coulthard,5,1:19.775
1997,8,55,ralf_schumacher,6,1:19.982
1997,8,55,alesi,7,1:19.095
1997,8,55,wurz,8,1:19.436
1997,8,55,fisichella,9,1:22.399
1997,8,55,trulli,10,1:34.446
1997,8,55,herbert,11,1:21.842
1997,8,55,salo,12,1:20.685
1997,8,55,katayama,13,1:21.051
1997,8,55,damon_hill,14,1:22.052
1997,8,55,diniz,15,1:20.557
1997,8,56,michael_schumacher,1,1:21.178
1997,8,56,frentzen,2,1:19.615
1997,8,56,irvine,3,1:20.360
1997,8,56,villeneuve,4,1:19.781
1997,8,56,coulthard,5,1:19.892
1997,8,56,ralf_schumacher,6,1:27.841
1997,8,56,alesi,7,1:20.790
1997,8,56,wurz,8,1:19.445
1997,8,56,fisichella,9,1:20.652
1997,8,56,herbert,10,1:22.474
1997,8,56,trulli,11,1:35.738
1997,8,56,salo,12,1:20.825
1997,8,56,katayama,13,1:20.726
1997,8,56,damon_hill,14,1:20.959
1997,8,56,diniz,15,1:22.373
1997,8,57,michael_schumacher,1,1:19.356
1997,8,57,frentzen,2,1:19.457
1997,8,57,irvine,3,1:20.324
1997,8,57,villeneuve,4,1:19.588
1997,8,57,coulthard,5,1:19.907
1997,8,57,ralf_schumacher,6,1:19.831
1997,8,57,alesi,7,1:20.112
1997,8,57,wurz,8,1:19.293
1997,8,57,fisichella,9,1:20.680
1997,8,57,herbert,10,1:20.978
1997,8,57,trulli,11,1:35.784
1997,8,57,salo,12,1:20.664
1997,8,57,katayama,13,1:22.218
1997,8,57,damon_hill,14,1:21.437
1997,8,57,diniz,15,1:21.672
1997,8,58,michael_schumacher,1,1:18.945
1997,8,58,frentzen,2,1:19.540
1997,8,58,irvine,3,1:19.874
1997,8,58,villeneuve,4,1:18.912
1997,8,58,coulthard,5,1:20.738
1997,8,58,ralf_schumacher,6,1:19.400
1997,8,58,alesi,7,1:19.632
1997,8,58,wurz,8,1:19.517
1997,8,58,fisichella,9,1:20.295
1997,8,58,herbert,10,1:21.957
1997,8,58,salo,11,1:22.875
1997,8,58,trulli,12,1:37.772
1997,8,58,katayama,13,1:26.207
1997,8,58,damon_hill,14,1:32.880
1997,8,58,diniz,15,1:31.441
1997,8,59,michael_schumacher,1,1:20.680
1997,8,59,frentzen,2,1:19.581
1997,8,59,irvine,3,1:19.592
1997,8,59,villeneuve,4,1:18.903
1997,8,59,coulthard,5,1:20.830
1997,8,59,ralf_schumacher,6,1:20.691
1997,8,59,alesi,7,1:20.735
1997,8,59,wurz,8,1:20.853
1997,8,59,fisichella,9,1:23.260
1997,8,59,herbert,10,1:30.969
1997,8,59,salo,11,1:31.333
1997,8,59,trulli,12,1:37.817
1997,8,59,katayama,13,1:44.784
1997,8,59,damon_hill,14,2:17.134
1997,8,60,michael_schumacher,1,1:20.380
1997,8,60,frentzen,2,1:20.992
1997,8,60,irvine,3,1:23.843
1997,8,60,villeneuve,4,1:23.165
1997,8,60,coulthard,5,1:28.789
1997,8,60,ralf_schumacher,6,1:27.472
1997,8,60,alesi,7,1:26.974
1997,8,60,wurz,8,1:27.966
1997,8,60,fisichella,9,1:35.255
1997,8,60,herbert,10,1:51.443
1997,8,60,salo,11,1:40.926
1997,8,60,trulli,12,1:39.933
1997,8,60,katayama,13,1:58.977
1997,8,60,damon_hill,14,1:35.539
1997,8,61,michael_schumacher,1,1:26.930
1997,8,61,frentzen,2,1:29.447
1997,8,61,irvine,3,1:31.068
1997,8,61,villeneuve,4,1:32.176
1997,8,61,coulthard,5,1:42.070
1997,8,61,alesi,6,1:37.729
1997,8,61,ralf_schumacher,7,1:40.948
1997,8,61,fisichella,8,1:44.272
1997,8,61,herbert,9,1:33.159
1997,8,61,salo,10,1:41.298
1997,8,61,trulli,11,1:39.555
1997,8,61,katayama,12,1:37.357
1997,8,61,damon_hill,13,1:35.498
1997,8,62,michael_schumacher,1,1:35.928
1997,8,62,frentzen,2,1:41.813
1997,8,62,irvine,3,1:41.733
1997,8,62,villeneuve,4,1:36.713
1997,8,62,alesi,5,1:37.982
1997,8,62,coulthard,6,1:52.766
1997,8,62,ralf_schumacher,7,1:52.445
1997,8,62,fisichella,8,1:45.570
1997,8,62,herbert,9,1:33.070
1997,8,62,trulli,10,1:38.325
1997,8,62,katayama,11,1:37.558
1997,8,62,damon_hill,12,1:35.009
1997,8,63,michael_schumacher,1,1:46.395
1997,8,63,frentzen,2,1:41.692
1997,8,63,irvine,3,1:39.009
1997,8,63,villeneuve,4,1:38.595
1997,8,63,alesi,5,1:39.860
1997,8,63,coulthard,6,1:33.010
1997,8,63,ralf_schumacher,7,1:30.931
1997,8,63,fisichella,8,1:48.386
1997,8,63,herbert,9,1:31.211
1997,8,63,trulli,10,1:38.647
1997,8,63,katayama,11,1:37.980
1997,8,63,damon_hill,12,1:34.702
1997,8,64,michael_schumacher,1,1:41.198
1997,8,64,frentzen,2,1:40.671
1997,8,64,irvine,3,1:38.613
1997,8,64,villeneuve,4,1:38.277
1997,8,64,coulthard,5,1:32.528
1997,8,64,ralf_schumacher,6,1:30.101
1997,8,64,alesi,7,1:49.155
1997,8,64,herbert,8,1:32.034
1997,8,64,fisichella,9,2:03.507
1997,8,64,trulli,10,1:37.754
1997,8,64,katayama,11,1:37.562
1997,8,64,damon_hill,12,1:34.426
1997,8,65,michael_schumacher,1,1:40.732
1997,8,65,frentzen,2,1:42.248
1997,8,65,irvine,3,1:38.180
1997,8,65,villeneuve,4,1:40.006
1997,8,65,coulthard,5,1:33.322
1997,8,65,ralf_schumacher,6,1:32.498
1997,8,65,alesi,7,1:31.821
1997,8,65,herbert,8,1:31.885
1997,8,65,fisichella,9,1:57.631
1997,8,65,trulli,10,1:37.081
1997,8,65,katayama,11,1:36.656
1997,8,65,damon_hill,12,1:34.216
1997,8,66,michael_schumacher,1,1:41.108
1997,8,66,frentzen,2,1:43.550
1997,8,66,irvine,3,1:39.773
1997,8,66,villeneuve,4,1:42.350
1997,8,66,coulthard,5,1:34.477
1997,8,66,ralf_schumacher,6,1:35.037
1997,8,66,alesi,7,1:31.073
1997,8,66,herbert,8,1:32.890
1997,8,66,fisichella,9,1:31.692
1997,8,66,trulli,10,1:34.587
1997,8,66,katayama,11,1:35.156
1997,8,66,damon_hill,12,1:32.585
1997,8,67,michael_schumacher,1,1:42.726
1997,8,67,frentzen,2,1:44.285
1997,8,67,irvine,3,1:42.667
1997,8,67,villeneuve,4,1:43.633
1997,8,67,coulthard,5,1:31.977
1997,8,67,ralf_schumacher,6,1:31.394
1997,8,67,alesi,7,1:30.306
1997,8,67,herbert,8,1:30.123
1997,8,67,fisichella,9,1:34.038
1997,8,67,trulli,10,1:33.148
1997,8,67,katayama,11,1:34.678
1997,8,67,damon_hill,12,1:31.987
1997,8,68,michael_schumacher,1,1:39.131
1997,8,68,frentzen,2,1:39.738
1997,8,68,irvine,3,1:48.890
1997,8,68,coulthard,4,1:29.703
1997,8,68,ralf_schumacher,5,1:30.181
1997,8,68,villeneuve,6,1:52.471
1997,8,68,alesi,7,1:29.889
1997,8,68,herbert,8,1:29.004
1997,8,68,fisichella,9,1:27.380
1997,8,68,trulli,10,1:31.067
1997,8,68,katayama,11,1:34.108
1997,8,68,damon_hill,12,1:31.559
1997,8,69,michael_schumacher,1,1:35.106
1997,8,69,frentzen,2,1:32.340
1997,8,69,irvine,3,1:27.190
1997,8,69,coulthard,4,1:27.951
1997,8,69,ralf_schumacher,5,1:28.373
1997,8,69,villeneuve,6,1:26.955
1997,8,69,alesi,7,1:27.165
1997,8,69,herbert,8,1:26.592
1997,8,69,fisichella,9,1:26.808
1997,8,69,trulli,10,1:32.690
1997,8,69,katayama,11,1:35.518
1997,8,69,damon_hill,12,1:34.540
1997,8,70,michael_schumacher,1,1:28.399
1997,8,70,frentzen,2,1:25.177
1997,8,70,irvine,3,1:28.048
1997,8,70,coulthard,4,1:28.817
1997,8,70,villeneuve,5,1:25.328
1997,8,70,ralf_schumacher,6,1:28.762
1997,8,70,alesi,7,1:26.909
1997,8,70,herbert,8,1:27.120
1997,8,70,fisichella,9,1:31.357
1997,8,70,trulli,10,1:34.251
1997,8,70,katayama,11,1:35.991
1997,8,71,michael_schumacher,1,1:24.849
1997,8,71,frentzen,2,1:22.891
1997,8,71,irvine,3,1:27.324
1997,8,71,villeneuve,4,1:27.348
1997,8,71,coulthard,5,1:33.878
1997,8,71,alesi,6,1:31.156
1997,8,71,ralf_schumacher,7,1:41.564
1997,8,71,herbert,8,1:28.874
1997,8,71,fisichella,9,1:34.245
1997,8,72,michael_schumacher,1,1:26.991
1997,8,72,frentzen,2,1:21.472
1997,8,72,irvine,3,1:39.509
1997,8,72,villeneuve,4,1:37.414
1997,8,72,alesi,5,1:32.227
1997,8,72,ralf_schumacher,6,1:30.702
1997,9,1,villeneuve,1,1:33.076
1997,9,1,michael_schumacher,2,1:33.861
1997,9,1,coulthard,3,1:34.973
1997,9,1,hakkinen,4,1:35.712
1997,9,1,herbert,5,1:36.656
1997,9,1,ralf_schumacher,6,1:37.859
1997,9,1,irvine,7,1:38.583
1997,9,1,alesi,8,1:38.972
1997,9,1,wurz,9,1:39.646
1997,9,1,fisichella,10,1:40.099
1997,9,1,nakano,11,1:40.727
1997,9,1,damon_hill,12,1:42.416
1997,9,1,trulli,13,1:42.570
1997,9,1,magnussen,14,1:42.948
1997,9,1,diniz,15,1:43.505
1997,9,1,salo,16,1:44.573
1997,9,1,barrichello,17,1:44.856
1997,9,1,marques,18,1:45.951
1997,9,1,fontana,19,1:46.460
1997,9,1,verstappen,20,1:57.237
1997,9,2,villeneuve,1,1:31.271
1997,9,2,michael_schumacher,2,1:31.344
1997,9,2,coulthard,3,1:30.521
1997,9,2,hakkinen,4,1:31.136
1997,9,2,herbert,5,1:30.791
1997,9,2,ralf_schumacher,6,1:30.352
1997,9,2,irvine,7,1:31.144
1997,9,2,alesi,8,1:32.269
1997,9,2,wurz,9,1:32.525
1997,9,2,fisichella,10,1:32.517
1997,9,2,nakano,11,1:34.050
1997,9,2,damon_hill,12,1:32.899
1997,9,2,trulli,13,1:33.400
1997,9,2,magnussen,14,1:33.568
1997,9,2,diniz,15,1:33.602
1997,9,2,salo,16,1:33.081
1997,9,2,barrichello,17,1:33.604
1997,9,2,fontana,18,1:32.370
1997,9,2,marques,19,1:33.492
1997,9,2,verstappen,20,2:27.693
1997,9,3,villeneuve,1,1:55.579
1997,9,3,michael_schumacher,2,1:55.451
1997,9,3,coulthard,3,1:56.263
1997,9,3,hakkinen,4,1:55.967
1997,9,3,herbert,5,1:55.898
1997,9,3,ralf_schumacher,6,1:55.918
1997,9,3,irvine,7,1:55.531
1997,9,3,alesi,8,1:54.887
1997,9,3,wurz,9,1:54.404
1997,9,3,fisichella,10,1:54.520
1997,9,3,nakano,11,1:52.994
1997,9,3,damon_hill,12,1:53.395
1997,9,3,trulli,13,1:53.648
1997,9,3,magnussen,14,1:53.750
1997,9,3,diniz,15,1:53.738
1997,9,3,salo,16,1:53.867
1997,9,3,barrichello,17,1:53.708
1997,9,3,fontana,18,1:54.040
1997,9,3,marques,19,1:53.973
1997,9,3,verstappen,20,1:29.787
1997,9,4,villeneuve,1,2:31.194
1997,9,4,michael_schumacher,2,2:30.725
1997,9,4,coulthard,3,2:30.067
1997,9,4,hakkinen,4,2:29.638
1997,9,4,herbert,5,2:29.507
1997,9,4,ralf_schumacher,6,2:29.136
1997,9,4,irvine,7,2:28.533
1997,9,4,alesi,8,2:28.655
1997,9,4,wurz,9,2:28.636
1997,9,4,fisichella,10,2:28.368
1997,9,4,nakano,11,2:28.608
1997,9,4,damon_hill,12,2:28.075
1997,9,4,trulli,13,2:27.762
1997,9,4,magnussen,14,2:27.729
1997,9,4,diniz,15,2:27.606
1997,9,4,salo,16,2:27.456
1997,9,4,barrichello,17,2:26.926
1997,9,4,fontana,18,2:26.767
1997,9,4,marques,19,2:27.072
1997,9,4,verstappen,20,1:46.131
1997,9,5,villeneuve,1,1:26.975
1997,9,5,michael_schumacher,2,1:27.370
1997,9,5,coulthard,3,1:28.541
1997,9,5,hakkinen,4,1:28.898
1997,9,5,herbert,5,1:28.973
1997,9,5,ralf_schumacher,6,1:29.680
1997,9,5,irvine,7,1:29.314
1997,9,5,alesi,8,1:29.023
1997,9,5,fisichella,9,1:28.944
1997,9,5,wurz,10,1:30.299
1997,9,5,nakano,11,1:29.905
1997,9,5,damon_hill,12,1:29.794
1997,9,5,trulli,13,1:29.711
1997,9,5,magnussen,14,1:29.552
1997,9,5,diniz,15,1:29.541
1997,9,5,salo,16,1:30.386
1997,9,5,barrichello,17,1:30.745
1997,9,5,fontana,18,1:30.629
1997,9,5,marques,19,1:30.734
1997,9,5,verstappen,20,1:31.807
1997,9,6,villeneuve,1,1:26.435
1997,9,6,michael_schumacher,2,1:26.711
1997,9,6,coulthard,3,1:27.609
1997,9,6,hakkinen,4,1:27.659
1997,9,6,herbert,5,1:27.836
1997,9,6,ralf_schumacher,6,1:27.726
1997,9,6,irvine,7,1:27.890
1997,9,6,alesi,8,1:28.289
1997,9,6,fisichella,9,1:28.672
1997,9,6,wurz,10,1:28.713
1997,9,6,nakano,11,1:28.524
1997,9,6,damon_hill,12,1:28.591
1997,9,6,trulli,13,1:28.842
1997,9,6,magnussen,14,1:28.735
1997,9,6,diniz,15,1:28.754
1997,9,6,barrichello,16,1:28.678
1997,9,6,salo,17,1:30.456
1997,9,6,fontana,18,1:30.058
1997,9,6,marques,19,1:30.167
